time,force
0,-426.7579041
1,-357.2915344
1,-272.7053528
1,-232.8341675
1,-207.5463867
1,-191.8220825
1,-187.6388092
1,-187.08638
1,-158.9443665
2,-146.6747589
2,-145.7420349
2,-140.2497253
2,-144.1207581
2,-131.238678
2,-112.1877747
2,-123.5806885
2,-112.7322006
2,-96.54753876
2,-76.31571198
2,-56.51221466
3,-62.30474854
3,-74.76649475
3,-81.71593475
3,-66.50403595
3,-53.38176727
3,-60.89564514
3,-55.9677887
3,-33.42615128
3,-14.64745998
3,-14.16308117
3,-1.333042979
3,27.3734169
4,32.14514923
4,21.85309792
4,22.33747673
4,29.88738441
4,52.03671265
4,49.24252701
4,38.12983322
4,74.81053162
4,89.55806732
4,91.67973328
4,77.6967926
5,107.6081924
5,154.4408417
5,155.6818085
5,144.1567841
5,149.8052063
5,142.9478455
5,152.0950012
5,190.7452393
5,260.9721985
5,281.2240295
5,251.504776
5,270.495636
6,271.3282776
6,287.5809937
6,266.3764038
6,293.4856262
6,333.192688
6,343.7289429
6,305.8112793
6,297.2685852
6,340.4703979
6,415.8934021
6,443.3908997
7,438.0507202
7,459.9798889
7,483.2540894
7,508.7740784
7,503.5299683
7,512.9093018
7,523.0332031
7,520.871521
7,572.684082
7,596.9430542
7,583.6686401
8,624.8288574
8,649.8844604
8,622.1027222
8,674.9801025
8,685.5003662
8,637.2506104
8,701.9051514
8,773.741394
8,730.8478394
8,770.2426758
8,780.5026855
8,774.4019165
9,884.800293
9,904.3355713
9,779.0255127
9,772.3042603
9,850.477417
9,845.8858032
9,848.828125
9,903.5349121
9,932.1533203
9,986.147583
9,987.1523438
10,996.9560547
10,963.4458008
10,887.5824585
10,941.5246582
10,961.1159668
10,976.2758179
10,1033.324463
10,1058.840454
10,941.6327515
10,879.5761719
10,875.5450439
11,906.7574463
11,975.0588989
11,935.107666
11,935.2918091
11,961.9406128
11,910.2681885
11,932.0612793
11,972.9572754
11,899.2155762
11,908.258606
11,996.1433716
11,1035.350098
12,1086.197876
12,1130.088135
12,1098.147217
12,1014.898071
12,945.7680054
12,983.973877
12,972.0165405
12,893.4870605
12,861.9343872
12,879.6762695
12,913.0744019
13,891.6616211
13,963.1896362
13,956.2321777
13,928.5064697
13,844.1164551
13,830.5938721
13,878.0709839
13,864.8646851
13,924.7555542
13,946.3604126
13,969.0942383
13,980.5351563
14,973.7178345
14,933.2941895
14,924.5393677
14,918.3705444
14,921.5170288
14,956.6244507
14,931.6049194
14,952.3731689
14,951.732666
14,950.1153564
14,894.8361206
15,923.3584595
15,932.3334961
15,933.2341919
15,959.3466187
15,960.7957153
15,954.7109985
15,967.2127686
15,1031.35498
15,1042.135376
15,1001.643677
15,944.3948975
16,920.7323608
16,909.9719849
16,943.7944336
16,878.5033569
16,920.3840942
16,905.5324707
16,832.1951294
16,847.9674683
16,893.5430908
16,918.8068848
16,942.2052002
16,957.0407715
17,926.7731323
17,905.5084839
17,916.6932373
17,927.109375
17,937.4735107
17,944.8512573
17,903.1346436
17,987.9209595
17,1069.036377
17,1028.204468
17,978.7497559
18,920.2600098
18,953.9143677
18,948.6542358
18,948.8944092
18,899.1074829
18,860.7214355
18,881.5377197
18,865.2089233
18,917.4338379
18,943.8104248
18,953.1697388
18,981.5759888
19,1013.256775
19,1010.126343
19,1026.006714
19,1021.767456
19,1019.453613
19,1050.758179
19,1014.353638
19,974.758667
19,988.2852173
19,1075.709595
19,1090.056885
20,1071.570435
20,1084.148193
20,1038.328369
20,1008.312927
20,1057.287231
20,1057.63147
20,1069.724976
20,1063.468018
20,1095.256958
20,1017.392029
20,1067.743408
