time,force
0,-126.6430893
0,-59.22233582
0,27.05716896
0,65.73543549
0,89.49802399
1,109.3295441
1,118.2845459
1,121.6471786
1,130.5101166
1,154.4528503
1,155.6337738
1,161.0299988
1,177.9992676
1,198.883606
1,215.776825
1,232.0455475
1,250.6721344
2,265.3836365
2,280.2953186
2,302.4646606
2,299.1660767
2,277.5851746
2,272.5892639
2,302.7088318
2,348.993042
2,368.5883789
2,359.5853577
2,352.3836975
3,371.24646
3,421.8660583
3,445.7687683
3,453.4747925
3,429.0997314
3,403.6798401
3,430.9011536
3,430.2526245
3,466.8612671
3,484.7792969
3,498.2738647
3,530.6952515
4,566.3031006
4,577.343689
4,558.4849854
4,551.0151367
4,566.1069336
4,581.5189819
4,585.0057373
4,584.857605
4,607.2791138
4,653.1830444
4,668.3469238
5,672.6463013
5,683.6829224
5,702.1654053
5,747.1045532
5,756.6520386
5,745.151001
5,742.5689697
5,728.3939209
5,771.8959351
5,831.7747803
5,841.210144
6,848.0875244
6,803.4726563
6,823.484314
6,872.1543579
6,893.6231689
6,881.9140015
6,886.1453247
6,926.8091431
6,942.3012695
6,953.4700317
6,975.7874756
6,1016.143066
7,1077.743286
7,1075.51355
7,1057.035034
7,1043.468384
7,1059.172729
7,1066.030029
7,1078.659912
7,1105.376831
7,1147.950195
7,1166.88501
7,1218.149048
8,1238.400879
8,1216.852051
8,1187.224854
8,1217.808838
8,1276.694946
8,1300.941895
8,1252.624023
8,1249.22937
8,1342.766602
8,1416.676392
8,1444.470215
8,1436.171631
9,1420.531494
9,1455.150513
9,1551.838135
9,1532.819336
9,1473.14856
9,1485.95459
9,1491.50293
9,1439.846558
9,1390.84021
9,1416.240112
9,1443.137085
10,1433.941895
10,1447.84082
10,1517.143066
10,1590.940796
10,1551.621948
10,1464.742065
10,1411.312256
10,1371.180786
10,1371.553101
10,1500.890259
10,1595.031982
11,1605.724365
11,1617.045166
11,1602.025391
11,1517.018921
11,1515.457764
11,1511.930908
11,1470.814819
11,1336.978027
11,1317.87915
11,1444.17395
11,1528.371826
11,1484.761719
12,1485.506226
12,1458.629272
12,1395.359741
12,1401.824829
12,1442.068237
12,1487.876099
12,1497.639771
12,1508.151978
12,1524.000366
12,1494.501343
12,1455.839111
13,1426.10376
13,1355.888916
13,1366.28894
13,1439.438232
13,1489.973755
13,1506.859009
13,1549.011963
13,1515.301636
13,1476.543213
13,1415.687622
13,1395.812134
14,1449.914429
14,1504.317017
14,1559.996582
14,1575.012329
14,1540.741455
14,1507.623535
14,1467.9646
14,1441.299683
14,1481.799316
14,1436.872192
14,1417.304932
14,1396.600708
15,1369.979858
15,1441.591919
15,1562.22229
15,1549.932739
15,1488.52063
15,1470.202271
15,1483.328613
15,1543.691772
15,1594.987915
15,1568.32312
15,1491.278809
16,1438.593628
16,1456.195313
16,1491.911255
16,1491.811157
16,1539.000122
16,1610.424072
16,1553.21521
16,1483.316528
16,1463.072754
16,1480.646484
16,1482.70813
16,1439.93457
17,1503.128052
17,1567.43042
17,1533.403809
17,1463.745239
17,1465.818848
17,1451.547729
17,1445.835205
17,1439.045898
17,1419.442627
17,1429.102173
17,1396.876953
18,1412.30896
18,1462.280151
18,1504.296997
18,1469.097412
18,1412.973511
18,1368.226563
18,1366.345093
18,1382.125366
18,1443.48938
18,1476.022827
18,1427.737061
19,1396.512695
19,1439.790527
19,1466.175171
19,1406.728638
19,1409.871094
19,1399.410889
19,1446.247559
19,1459.313721
19,1403.690308
19,1354.291626
19,1403.289917
19,1419.374512
20,1441.051514
20,1466.899658
20,1463.212891
20,1455.903076
20,1471.943604
20,1438.501465
20,1399.955322
20,1325.51709
20,1379.519409
20,1500.854248
20,1452.084106
